GOVERNMENT OF MAHARASHTRA,,,,,,,,,,,,,
"State Common Entrance Test Cell, Mumbai.",,,,,,,,,,,,,
60, ,9841 (73.5368477), ,0699024110, ,Jaihind Institute of Management and Research, ,Master in Computer Application, ,AI-AI, ,AI,
61, ,9846 (71.1549338), ,0211924110, ,"Shree Sharda Bhavan Education Society's Institute of Technology & Management, Nanded", ,Master in Computer Application, ,AI-AI, ,AI,
62, ,9924 (71.1549338), ,0617024110, ,"Abhinav Education Society's Institute of Management and Research, Haveli, Pune", ,Master in Computer Application, ,AI-AI, ,AI,
63, ,9942 (71.1549338), ,0313324110, ,"Swayamsiddhi Mitra Sangh's College of Management & Research, Thane", ,Master in Computer Application, ,AI-AI, ,AI,
64, ,9987 (71.1549338), ,0322324210, ,"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad", ,Master of Computer Applications, ,AI-AI, ,AI,
65, ,10130 (71.1549338), ,0110224110, ,"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati", ,Master in Computer Application, ,AI-AI, ,AI,
66, ,10188 (71.1549338), ,0689924110, ,"Chhatrapati Shahu Institute of Business Education & Research, Kolhapur", ,Master in Computer Application, ,AI-AI, ,AI,
67, ,10418 (71.1549338), ,0654824110, ,"Suryadatta Educational Foundation, Suryadatta Institute of Business Management and Technology, Pune", ,Master in Computer Application, ,AI-AI, ,AI,
68, ,10458 (69.7143504), ,0663424110, ,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune", ,Master in Computer Application, ,AI-AI, ,AI,
69, ,10983 (69.7143504), ,0615824110, ,"Rajmata Jijau Shikshan Prasarak Mandal's Institute of Computer and Management Research, Dudulgaon, Pune", ,Master in Computer Application, ,AI-AI, ,AI,
70, ,11219 (67.3579428), ,0612024110, ,"Shri. Khanderai Pratishthans Dnyansagar Institute of Management and Research, Balewadi, Pune", ,Master in Computer Application, ,AI-AI, ,AI,
71, ,11254 (67.3579428), ,1635624110, ,Dr. Sudhakar Rao Jadhavar Institute of Management & Technology, ,Master in Computer Application, ,AI-AI, ,AI,
,Cut Off Indicates All India Merit No. ; Figures in bracket Indicates B.HMCT CET Score,,,,,,,,,,,,
AI to AI-All India Seats Allotted to All India Candidature Candidates, ,,,,,,,,,,,,
Page 3/7,,,,,,,,,,,,,
GOVERNMENT OF MAHARASHTRA,,,,,,,,,,,,,
"State Common Entrance Test Cell, Mumbai.",,,,,,,,,,,,,
,Cut Off List for All India Seats of CAP Round-III for Admission to the First Year Post Graduate Technical Course in Master of Computer Applications (MCA) for the Academic Year 2025-26.,,,,,,,,,,,,
,72, ,11497 (67.3579428), ,0322124110, ,"Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology, Virar", ,Master in Computer Application, ,AI-AI, ,AI
73, ,11531 (67.3579428), ,0512024110, ,"MET's Institute of Management, Adgaon, Nashik", ,Master in Computer Application, ,AI-AI, ,AI,
74, ,11660 (65.8578922), ,0212024110, ,"Dnyanopasak Shikshan Mandal's Institute of Information Technology & Management, Parbhani.", ,Master in Computer Application, ,AI-AI, ,AI,
75, ,11748 (65.8578922), ,0200124110, ,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad", ,Master in Computer Application, ,AI-AI, ,AI,
76, ,11970 (65.8578922), ,0616424110, ,"Psd Shastri Educational Foundation's Asma Institute Of Management, Pune", ,Master in Computer Application, ,AI-AI, ,AI,
77, ,12443 (63.1574978), ,1625924110, ,FRIENDS UNION FOR ENERGISING LIVES FUEL COLLEGE, ,Master in Computer Application, ,AI-AI, ,AI,
78, ,12580 (63.1574978), ,0511924110, ,"C.H.M.E. Society's Dr. Moonje Institute for Management & Computer Studies, Nashik", ,Master in Computer Application, ,AI-AI, ,AI,
79, ,12651 (63.1574978), ,1612524210, ,"Vivekanand College, Kolhapur", ,Master of Computer Applications, ,AI-AI, ,AI,
80, ,12777 (63.1574978), ,0602924110, ,"Yashwantrao Chavan School of Rural Development, Kolhapur", ,Master in Computer Application, ,AI-AI, ,AI,
81, ,13565 (61.2807064), ,0675724110, ,"Yashoda Technical Campus, Wadhe, Satara.", ,Master in Computer Application, ,AI-AI, ,AI,
82, ,13753 (58.7911466), ,0603124110, ,"Punyashlok Ahilyadevi Holkar Solapur University, Solapur", ,Master in Computer Application, ,AI-AI, ,AI,
83, ,13762 (58.7911466), ,0513124110, ,"C.H.M.E. Society's Dr. Moonje Institute of Management & Information Technology, Nashik", ,Master in Computer Application, ,AI-AI, ,AI,
84, ,14092 (58.7911466), ,0517724110, ,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik", ,Master in Computer Application, ,AI-AI, ,AI,
85, ,14180 (58.7911466), ,0614024110, ,"Dnyan Kala Krida & Krishi Prathishtan's Maharashtra Institute of Management, Kalamb, Pune", ,Master in Computer Application, ,AI-AI, ,AI,
86, ,14224 (58.7911466), ,0511224110, ,"Padmashree Dr. Vithalrao Vikhe Patil Foundation's Institute of Business Management & Rural Development, Ahmednagar", ,Master in Computer Application, ,AI-AI, ,AI,
87, ,14276 (56.5488095), ,0414224110, ,"G H Raisoni College of Engineering & Management, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
88, ,14518 (56.5488095), ,0631924110, ,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur", ,Master in Computer Application, ,AI-AI, ,AI,
89, ,14566 (56.5488095), ,0663224110, ,Navsahyadri Education Society's Group of Institutions, ,Master in Computer Application, ,AI-AI, ,AI,
90, ,14676 (56.5488095), ,0624024110, ,"Siddhant Institute Of Computer Application, Sudambare", ,Master in Computer Application, ,AI-AI, ,AI,
91, ,14956 (53.942159), ,0262124110, ,"MDA EDUCATION AND RESEARCH INSTITUTE, KOLPA, LATUR", ,Master in Computer Application, ,AI-AI, ,AI,
92, ,15015 (53.942159), ,0414724110, ,"K.D.K. College of Engineering, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
93, ,15044 (53.942159), ,0515024110, ,"R.C. Patel Educational Trust, Institute of Management Reasearch & Development, Shirpur", ,Master in Computer Application, ,AI-AI, ,AI,
94, ,15118 (53.942159), ,0353924110, ,"St. Wilfred's College of Computer Sciences, Mira Road(E)", ,Master in Computer Application, ,AI-AI, ,AI,
95, ,15431 (53.942159), ,0200524110, ,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad", ,Master in Computer Application, ,AI-AI, ,AI,
"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti",Master in Computer Application,,,,,,,,,,,,
96, ,15471 (53.942159), ,0530324110,AI-AI, ,AI,,,,,,
"Shrigondha,",,,,,,,,,,,,,
,Cut Off Indicates All India Merit No. ; Figures in bracket Indicates B.HMCT CET Score,,,,,,,,,,,,
AI to AI-All India Seats Allotted to All India Candidature Candidates, ,,,,,,,,,,,,
Page 4/7,,,,,,,,,,,,,
GOVERNMENT OF MAHARASHTRA,,,,,,,,,,,,,
"State Common Entrance Test Cell, Mumbai.",,,,,,,,,,,,,
,Cut Off List for All India Seats of CAP Round-III for Admission to the First Year Post Graduate Technical Course in Master of Computer Applications (MCA) for the Academic Year 2025-26.,,,,,,,,,,,,
,97, ,15857 (51.4093808), ,0200724110, ,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded", ,Master in Computer Application, ,AI-AI, ,AI
98, ,16073 (51.4093808), ,0266524110, ,"Royal Institute of Technical Education, Latur", ,Master in Computer Application, ,AI-AI, ,AI,
99, ,16203 (49.3533426), ,0461324110, ,"Suryodaya College of Engineering & Technology, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
100, ,16280 (49.3533426), ,0510124110, ,"Khandesh College Education Society's Institute of Management & Research, Jalgaon", ,Master in Computer Application, ,AI-AI, ,AI,
101, ,16369 (49.3533426), ,0626824110, ,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar", ,Master in Computer Application, ,AI-AI, ,AI,
102, ,16385 (49.3533426), ,0621924110, ,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur", ,Master in Computer Application, ,AI-AI, ,AI,
103, ,16521 (49.3533426), ,0627724110, ,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur", ,Master in Computer Application, ,AI-AI, ,AI,
104, ,16597 (49.3533426), ,0662824110, ,"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune", ,Master in Computer Application, ,AI-AI, ,AI,
105, ,16734 (49.3533426), ,0413724210, ,"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur", ,Master of Computer Applications, ,AI-AI, ,AI,
106, ,16857 (46.3793819), ,0510924110, ,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik", ,Master in Computer Application, ,AI-AI, ,AI,
107, ,16988 (46.3793819), ,1635524210, ,Audyogik Shikshan Mandal's Nextgen Technical Campus, ,Master of Computer Applications, ,AI-AI, ,AI,
108, ,17140 (46.3793819), ,0533124110, ,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik", ,Master in Computer Application, ,AI-AI, ,AI,
109, ,17317 (46.3793819), ,0680324110, ,"Sant Gajanan Maharaj College of Engineering, Gadhinglaj", ,Master in Computer Application, ,AI-AI, ,AI,
110, ,17595 (44.5345198), ,0511324110, ,"Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology, Nashik", ,Master in Computer Application, ,AI-AI, ,AI,
111, ,17673 (44.5345198), ,0470124110, ,"Dr.S.C. Gulhane Prerna College of Management and Technology, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
112, ,17875 (44.5345198), ,0510224110, ,"Godavari Institute of Management & Research, Jalgaon", ,Master in Computer Application, ,AI-AI, ,AI,
113, ,18014 (41.4550394), ,0621324110, ,"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli", ,Master in Computer Application, ,AI-AI, ,AI,
114, ,18051 (41.4550394), ,0210224110, ,"Rajarshi Shahu Institute of Management, Aurangabad", ,Master in Computer Application, ,AI-AI, ,AI,
115, ,18233 (41.4550394), ,0111124110, ,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati", ,Master in Computer Application, ,AI-AI, ,AI,
116, ,18661 (39.3989669), ,0646724110, ,"Swami Vivekanand Institute Of Technology, Solapur", ,Master in Computer Application, ,AI-AI, ,AI,
117, ,18790 (39.3989669), ,0211524110, ,"Sahyog Sevabhavi Santha's Indira Institute of Management Science, Nanded", ,Master in Computer Application, ,AI-AI, ,AI,
118, ,18831 (39.3989669), ,0566524210, ,Vidya Niketan Institute of Management And Computer Applications, ,Master of Computer Applications, ,AI-AI, ,AI,
119, ,19474 (36.496736), ,0413324110, ,"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
120, ,19527 (36.496736), ,1612224110, ,Pharate Patil Management Institutes, ,Master in Computer Application, ,AI-AI, ,AI,
121, ,19702 (36.496736), ,0269424210, ,JAY BHARAT COLLEGE OF MCA DAPKA TQ.NILANGA DIST LATUR, ,Master of Computer Applications, ,AI-AI, ,AI,
,Cut Off Indicates All India Merit No. ; Figures in bracket Indicates B.HMCT CET Score,,,,,,,,,,,,
AI to AI-All India Seats Allotted to All India Candidature Candidates, ,,,,,,,,,,,,
Page 5/7,,,,,,,,,,,,,
GOVERNMENT OF MAHARASHTRA,,,,,,,,,,,,,
"State Common Entrance Test Cell, Mumbai.",,,,,,,,,,,,,
,Cut Off List for All India Seats of CAP Round-III for Admission to the First Year Post Graduate Technical Course in Master of Computer Applications (MCA) for the Academic Year 2025-26.,,,,,,,,,,,,
,122, ,19703 (36.496736), ,0512424210, ,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon", ,Master of Computer Applications, ,AI-AI, ,AI
123, ,19728 (36.496736), ,0511724110, ,Pirens Institute Of Business Management And Administration (IBMA) Loni (BK), ,Master in Computer Application, ,AI-AI, ,AI,
124, ,19778 (34.5198145), ,0624824110, ,"KFS - Krishna Institute of Computer Application & Management, Wathar", ,Master in Computer Application, ,AI-AI, ,AI,
125, ,19958 (34.5198145), ,1633124110, ,SarSam College of Management & Technology, ,Master in Computer Application, ,AI-AI, ,AI,
126, ,20204 (34.5198145), ,0561924110, ,COMMERCE MANAGEMENT AND COMPUTER SCIENCE COLLEGE, ,Master in Computer Application, ,AI-AI, ,AI,
127, ,20760 (31.6629561), ,0412424110, ,"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
128, ,20769 (31.6629561), ,0620824110, ,"Deccan Education Society's Chintamanrao Institute of Management Development & Research, Sangli", ,Master in Computer Application, ,AI-AI, ,AI,
129, ,20977 (29.9046039), ,0550924110, ,"Shri Swami Samarth Institute of Management and Technology, Malwadi-Bota", ,Master in Computer Application, ,AI-AI, ,AI,
130, ,21154 (29.9046039), ,0320024110, ,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri", ,Master in Computer Application, ,AI-AI, ,AI,
131, ,21414 (27.2744425), ,0321824110, ,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar", ,Master in Computer Application, ,AI-AI, ,AI,
132, ,21459 (27.2744425), ,0632124110, ,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur", ,Master in Computer Application, ,AI-AI, ,AI,
133, ,21925 (25.4779232), ,0415124110, ,"Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
134, ,22376 (23.1010151), ,0414524110, ,"Wainganga College of Engineering and Management, Dongargaon, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
135, ,22875 (21.0059952), ,0321624210, ,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri", ,Master of Computer Applications, ,AI-AI, ,AI,
136, ,23197 (19.1539942), ,0211324110, ,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad", ,Master in Computer Application, ,AI-AI, ,AI,
137, ,23310 (19.1539942), ,0538524110, ,"Akole Taluka Education Society,s Agasti Institute of Management, Computer Application & Research, Akole, Ahmednagar", ,Master in Computer Application, ,AI-AI, ,AI,
138, ,23478 (16.9789978), ,0250824110, ,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED., ,Master in Computer Application, ,AI-AI, ,AI,
139, ,23701 (16.9789978), ,0111324110, ,"Sadhana Shikshan Mandal, Saraswati College, Shegaon", ,Master in Computer Application, ,AI-AI, ,AI,
140, ,23730 (16.9789978), ,0654524110, ,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.", ,Master in Computer Application, ,AI-AI, ,AI,
141, ,24072 (15.5994113), ,0559724110, ,VAMANRAO ITHAPE COLLEGE OF ENGINEERING AND MANAGEMENT, ,Master in Computer Application, ,AI-AI, ,AI,
142, ,24156 (13.5402134), ,0413824110, ,"Jaidev Education Society, J D College of Engineering and Management, Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
143, ,24279 (13.5402134), ,0415724110, ,"V. M. Vasant Commerce, J.M. Thakar Arts & J.J. Patel Science College,Nagpur", ,Master in Computer Application, ,AI-AI, ,AI,
144, ,24548 (12.4750009), ,0269524110, ,"MARATHWADA INSTITUTE OF TECHNOLOGY CIDCO ,CHHATRAPATI SAMBHAJINAGAR", ,Master in Computer Application, ,AI-AI, ,AI,
145, ,25318 (7.9446476), ,0412824110, ,"Ranibai Agnihotri Institute of Computer Information Technology, Wardha", ,Master in Computer Application, ,AI-AI, ,AI,
146, ,26124 (2.8640429), ,0225924110, ,"Shri Sai Institute of Management & Research, Aurangabad", ,Master in Computer Application, ,AI-AI, ,AI,
,Cut Off Indicates All India Merit No. ; Figures in bracket Indicates B.HMCT CET Score,,,,,,,,,,,,
AI to AI-All India Seats Allotted to All India Candidature Candidates, ,,,,,,,,,,,,
Page 6/7,,,,,,,,,,,,,
GOVERNMENT OF MAHARASHTRA,,,,,,,,,,,,,
"State Common Entrance Test Cell, Mumbai.",,,,,,,,,,,,,
